carat,clarity,color,culet,cut,date,dateSet,depth,detailsPageUrl,fluorescence,hasVisualization,id,imageUrl,lxwRatio,measurements,polish,price,pricePerCarat,sellingIndex,shapeCode,shapeName,skus,symmetry,table,v360BaseUrl,visualizationImageUrl,willArriveForHoliday
['1.01'],['FL'],['G'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 27'],['Sep 30'],['59.9'],./diamond-details/LD12841911,['None'],[True],LD12841911,,['1.00'],"[{'label': '6.53 x 6.55 x 3.92 mm', 'labelSmall': '6.53 x 6.55 x 3.92'}]",['Excellent'],8389,"['$8,306']",0.4365298,['RD'],['Round'],['LD12841911'],['Excellent'],['59.0'],https://bluenile.v360.in/7/imaged/gia-2205464988/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2205464988/still_230x230.jpg,False
['1.01'],['VVS1'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['62.2'],./diamond-details/LD12437344,['Medium'],[True],LD12437344,,['1.00'],"[{'label': '6.42 x 6.39 x 3.98 mm', 'labelSmall': '6.42 x 6.39 x 3.98'}]",['Excellent'],8390,"['$8,307']",0.52570564,['RD'],['Round'],['LD12437344'],['Very Good'],['58.0'],https://bluenile.v360.in/51/imaged/gia-6322754906/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6322754906/still_230x230.jpg,False
['1.01'],['VS1'],['D'],['None'],"[{'label': 'Very Good', 'labelSmall': 'Very Good'}]",['Sep 26'],['Sep 27'],['62.5'],./diamond-details/LD08088211,['None'],[False],LD08088211,,['1.01'],"[{'label': '6.31 x 6.37 x 3.96 mm', 'labelSmall': '6.31 x 6.37 x 3.96'}]",['Excellent'],8395,"['$8,312']",0.03023307,['RD'],['Round'],['LD08088211'],['Very Good'],['56.0'],,,False
['1.00'],['VS1'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['63.5'],./diamond-details/LD12203206,['None'],[True],LD12203206,,['1.01'],"[{'label': '6.32 x 6.38 x 4.03 mm', 'labelSmall': '6.32 x 6.38 x 4.03'}]",['Excellent'],8397,"['$8,397']",0.15066943,['RD'],['Round'],['LD12203206'],['Excellent'],['57.0'],https://bluenile.v360.in/28/imaged/gia-2324406647/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2324406647/still_230x230.jpg,False
['1.00'],['VVS2'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['63.5'],./diamond-details/LD12240667,['Faint'],[True],LD12240667,,['1.01'],"[{'label': '6.37 x 6.31 x 4.03 mm', 'labelSmall': '6.37 x 6.31 x 4.03'}]",['Excellent'],8397,"['$8,397']",0.51526296,['RD'],['Round'],['LD12240667'],['Excellent'],['57.0'],https://bluenile.v360.in/50/imaged/gia-6322360463/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6322360463/still_230x230.jpg,False
['1.00'],['VS1'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['62.0'],./diamond-details/LD12289862,['None'],[True],LD12289862,,['1.00'],"[{'label': '6.40 x 6.43 x 3.97 mm', 'labelSmall': '6.40 x 6.43 x 3.97'}]",['Excellent'],8397,"['$8,397']",0.20412269,['RD'],['Round'],['LD12289862'],['Excellent'],['57.0'],https://bluenile.v360.in/28/imaged/gia-7321318066/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-7321318066/still_230x230.jpg,False
['1.00'],['VVS2'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 27'],['Sep 30'],['61.5'],./diamond-details/LD12763502,['Faint'],[True],LD12763502,,['1.01'],"[{'label': '6.42 x 6.46 x 3.96 mm', 'labelSmall': '6.42 x 6.46 x 3.96'}]",['Excellent'],8397,"['$8,397']",0.58446974,['RD'],['Round'],['LD12763502'],['Excellent'],['59.0'],https://bluenile.v360.in/7/imaged/gia-2205398830/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2205398830/still_230x230.jpg,False
['1.01'],['VS2'],['F'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 19'],['Sep 19'],['62.3'],./diamond-details/LD02897812,['None'],[True],LD02897812,,['1.00'],"[{'label': '6.38 x 6.41 x 3.98 mm', 'labelSmall': '6.38 x 6.41 x 3.98'}]",['Excellent'],8398,"['$8,315']",0.060644533,['RD'],['Round'],['LD02897812'],['Very Good'],['56.0'],https://bluenile.v360.in/1/imaged/gia-2126505758/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2126505758/still_230x230.jpg,False
['1.01'],['VS2'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['61.2'],./diamond-details/LD12851634,['None'],[True],LD12851634,,['1.00'],"[{'label': '6.48 x 6.50 x 3.97 mm', 'labelSmall': '6.48 x 6.50 x 3.97'}]",['Excellent'],8399,"['$8,316']",0.12698531,['RD'],['Round'],['LD12851634'],['Excellent'],['57.0'],https://bluenile.v360.in/62/imaged/gia-2205319932/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2205319932/still_230x230.jpg,False
['0.90'],['VVS1'],['D'],['None'],"[{'label': 'Very Good', 'labelSmall': 'Very Good'}]",['Sep 27'],['Sep 30'],['59.2'],./diamond-details/LD10590046,['None'],[True],LD10590046,,['1.00'],"[{'label': '6.33 x 6.31 x 3.74 mm', 'labelSmall': '6.33 x 6.31 x 3.74'}]",['Very Good'],8407,"['$9,341']",0.04928755,['RD'],['Round'],['LD10590046'],['Very Good'],['60.0'],https://bluenile.v360.in/67/imaged/gia-2124015/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2124015/still_230x230.jpg,False
['1.01'],['VS2'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 27'],['Sep 30'],['63.3'],./diamond-details/LD12857113,['None'],[True],LD12857113,,['1.01'],"[{'label': '6.34 x 6.38 x 4.03 mm', 'labelSmall': '6.34 x 6.38 x 4.03'}]",['Excellent'],8413,"['$8,330']",0.06699225,['RD'],['Round'],['LD12857113'],['Excellent'],['56.0'],https://bluenile.v360.in/50/imaged/gia-1338536234/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1338536234/still_230x230.jpg,False
['1.00'],['VVS1'],['F'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['62.9'],./diamond-details/LD12558136,['None'],[True],LD12558136,,['1.01'],"[{'label': '6.30 x 6.38 x 3.99 mm', 'labelSmall': '6.30 x 6.38 x 3.99'}]",['Excellent'],8415,"['$8,415']",0.34189767,['RD'],['Round'],['LD12558136'],['Very Good'],['57.0'],https://bluenile.v360.in/50/imaged/gia-6331036087/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6331036087/still_230x230.jpg,False
['0.90'],['IF'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 27'],['Sep 30'],['62.3'],./diamond-details/LD12485446,['Medium'],[True],LD12485446,,['1.00'],"[{'label': '6.17 x 6.14 x 3.84 mm', 'labelSmall': '6.17 x 6.14 x 3.84'}]",['Excellent'],8417,"['$9,352']",0.32091823,['RD'],['Round'],['LD12485446'],['Excellent'],['59.0'],https://bluenile.v360.in/50/imaged/gia-6295744516/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6295744516/still_230x230.jpg,False
['1.01'],['VS1'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['60.8'],./diamond-details/LD12843754,['None'],[True],LD12843754,,['1.01'],"[{'label': '6.46 x 6.41 x 3.92 mm', 'labelSmall': '6.46 x 6.41 x 3.92'}]",['Excellent'],8419,"['$8,336']",0.1549187,['RD'],['Round'],['LD12843754'],['Excellent'],['60.0'],https://bluenile.v360.in/50/imaged/gia-2336371207/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2336371207/still_230x230.jpg,False
['1.01'],['VVS1'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['62.4'],./diamond-details/LD12125024,['Faint'],[True],LD12125024,,['1.01'],"[{'label': '6.41 x 6.36 x 3.99 mm', 'labelSmall': '6.41 x 6.36 x 3.99'}]",['Excellent'],8420,"['$8,337']",0.44715995,['RD'],['Round'],['LD12125024'],['Excellent'],['57.0'],https://bluenile.v360.in/50/imaged/gia-2205146850/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2205146850/still_230x230.jpg,False
['1.01'],['VS1'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['60.2'],./diamond-details/LD12580529,['None'],[True],LD12580529,,['1.00'],"[{'label': '6.51 x 6.48 x 3.91 mm', 'labelSmall': '6.51 x 6.48 x 3.91'}]",['Excellent'],8423,"['$8,340']",0.18386678,['RD'],['Round'],['LD12580529'],['Excellent'],['59.0'],https://bluenile.v360.in/48/imaged/gia-1323838703/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1323838703/still_230x230.jpg,False
['1.00'],['VS1'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 27'],['Sep 30'],['61.3'],./diamond-details/LD12853080,['None'],[True],LD12853080,,['1.01'],"[{'label': '6.37 x 6.41 x 3.92 mm', 'labelSmall': '6.37 x 6.41 x 3.92'}]",['Excellent'],8427,"['$8,427']",0.16631399,['RD'],['Round'],['LD12853080'],['Excellent'],['58.0'],https://bluenile.v360.in/50/imaged/gia-1333535687/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1333535687/still_230x230.jpg,False
['1.00'],['VVS1'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['62.1'],./diamond-details/LD12471967,['Faint'],[True],LD12471967,,['1.01'],"[{'label': '6.42 x 6.37 x 3.97 mm', 'labelSmall': '6.42 x 6.37 x 3.97'}]",['Excellent'],8430,"['$8,430']",0.5172239,['RD'],['Round'],['LD12471967'],['Excellent'],['59.0'],https://bluenile.v360.in/50/imaged/gia-3325926148/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-3325926148/still_230x230.jpg,False
['1.01'],['VS1'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['61.3'],./diamond-details/LD12817537,['None'],[True],LD12817537,,['1.01'],"[{'label': '6.49 x 6.45 x 3.97 mm', 'labelSmall': '6.49 x 6.45 x 3.97'}]",['Excellent'],8431,"['$8,348']",0.18069021,['RD'],['Round'],['LD12817537'],['Excellent'],['59.0'],https://bluenile.v360.in/50/imaged/gia-5201423516/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-5201423516/still_230x230.jpg,False
['1.01'],['IF'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 25'],['Sep 26'],['60.5'],./diamond-details/LD12682921,['Faint'],[True],LD12682921,,['1.00'],"[{'label': '6.47 x 6.50 x 3.92 mm', 'labelSmall': '6.47 x 6.50 x 3.92'}]",['Excellent'],8432,"['$8,349']",0.7957872,['RD'],['Round'],['LD12682921'],['Excellent'],['59.0'],https://bluenile.v360.in/29/imaged/gia-7331126687/2/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-7331126687/still_230x230.jpg?v=2,False
['1.00'],['VS1'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['60.1'],./diamond-details/LD12726137,['None'],[True],LD12726137,,['1.00'],"[{'label': '6.49 x 6.52 x 3.91 mm', 'labelSmall': '6.49 x 6.52 x 3.91'}]",['Excellent'],8434,"['$8,434']",0.29267514,['RD'],['Round'],['LD12726137'],['Excellent'],['62.0'],https://bluenile.v360.in/2/imaged/gia-6335328833/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6335328833/still_230x230.jpg,False
['1.00'],['VS1'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Oct 1'],['Oct 2'],['59.1'],./diamond-details/LD12888448,['None'],[False],LD12888448,,['1.01'],"[{'label': '6.52 x 6.48 x 3.84 mm', 'labelSmall': '6.52 x 6.48 x 3.84'}]",['Excellent'],8434,"['$8,434']",0.11176711,['RD'],['Round'],['LD12888448'],['Excellent'],['61.0'],,,False
['1.01'],['IF'],['D'],['None'],"[{'label': 'Very Good', 'labelSmall': 'Very Good'}]",['Sep 26'],['Sep 27'],['64.8'],./diamond-details/LD11086077,['None'],[True],LD11086077,,['1.01'],"[{'label': '6.26 x 6.31 x 4.07 mm', 'labelSmall': '6.26 x 6.31 x 4.07'}]",['Excellent'],8437,"['$8,353']",0.3293989,['RD'],['Round'],['LD11086077'],['Very Good'],['57.0'],https://bluenile.v360.in/28/imaged/gia-1309174036/2/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1309174036/still_230x230.jpg?v=2,False
['0.90'],['IF'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 23'],['Sep 24'],['60.5'],./diamond-details/LD11870308,['None'],[True],LD11870308,,['1.01'],"[{'label': '6.24 x 6.20 x 3.76 mm', 'labelSmall': '6.24 x 6.20 x 3.76'}]",['Excellent'],8442,"['$9,380']",0.3305022,['RD'],['Round'],['LD11870308'],['Excellent'],['61.0'],https://bluenile.v360.in/59/imaged/gia-2316618046/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2316618046/still_230x230.jpg,False
['1.00'],['VVS1'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 25'],['Sep 26'],['62.5'],./diamond-details/LD12683107,['None'],[True],LD12683107,,['1.01'],"[{'label': '6.34 x 6.38 x 3.97 mm', 'labelSmall': '6.34 x 6.38 x 3.97'}]",['Excellent'],8442,"['$8,442']",0.43707162,['RD'],['Round'],['LD12683107'],['Very Good'],['58.0'],https://bluenile.v360.in/29/imaged/gia-2326971788/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2326971788/still_230x230.jpg,False
['1.00'],['VVS2'],['F'],['None'],"[{'label': 'Very Good', 'labelSmall': 'Very Good'}]",['Sep 26'],['Sep 27'],['60.5'],./diamond-details/LD12905828,['None'],[False],LD12905828,,['1.01'],"[{'label': '6.45 x 6.49 x 3.91 mm', 'labelSmall': '6.45 x 6.49 x 3.91'}]",['Excellent'],8446,"['$8,446']",0.18395102,['RD'],['Round'],['LD12905828'],['Excellent'],['59.0'],,,False
['1.01'],['VVS2'],['D'],['None'],"[{'label': 'Very Good', 'labelSmall': 'Very Good'}]",['Sep 26'],['Sep 27'],['62.7'],./diamond-details/LD12909842,['Faint'],[False],LD12909842,,['1.01'],"[{'label': '6.37 x 6.41 x 4.01 mm', 'labelSmall': '6.37 x 6.41 x 4.01'}]",['Excellent'],8451,"['$8,367']",0.16852033,['RD'],['Round'],['LD12909842'],['Excellent'],['58.0'],,,False
['1.00'],['VVS2'],['F'],['None'],"[{'label': 'Very Good', 'labelSmall': 'Very Good'}]",['Sep 23'],['Sep 24'],['61.5'],./diamond-details/LD05607821,['None'],[False],LD05607821,,['1.01'],"[{'label': '6.41 x 6.35 x 3.92 mm', 'labelSmall': '6.41 x 6.35 x 3.92'}]",['Excellent'],8456,"['$8,456']",0.12246621,['RD'],['Round'],['LD05607821'],['Very Good'],['59.0'],,,False
['1.01'],['IF'],['E'],['None'],"[{'label': 'Good', 'labelSmall': 'Good'}]",['Sep 26'],['Sep 27'],['66.6'],./diamond-details/LD12418436,['None'],[True],LD12418436,,['1.01'],"[{'label': '6.09 x 6.18 x 4.09 mm', 'labelSmall': '6.09 x 6.18 x 4.09'}]",['Excellent'],8457,"['$8,373']",0.24610035,['RD'],['Round'],['LD12418436'],['Very Good'],['59.0'],https://bluenile.v360.in/62/imaged/gia-2195382538/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2195382538/still_230x230.jpg,False
['1.01'],['VS2'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['61.6'],./diamond-details/LD12761205,['None'],[True],LD12761205,,['1.01'],"[{'label': '6.45 x 6.40 x 3.96 mm', 'labelSmall': '6.45 x 6.40 x 3.96'}]",['Excellent'],8460,"['$8,376']",0.098903656,['RD'],['Round'],['LD12761205'],['Excellent'],['59.0'],https://bluenile.v360.in/50/imaged/gia-2336232789/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2336232789/still_230x230.jpg,False
['1.01'],['VS1'],['F'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 23'],['Sep 24'],['61.5'],./diamond-details/LD12476971,['None'],[True],LD12476971,,['1.01'],"[{'label': '6.47 x 6.42 x 3.97 mm', 'labelSmall': '6.47 x 6.42 x 3.97'}]",['Excellent'],8461,"['$8,377']",0.122013785,['RD'],['Round'],['LD12476971'],['Excellent'],['57.0'],https://bluenile.v360.in/15/imaged/gia-7308105313/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-7308105313/still_230x230.jpg,False
['1.01'],['VVS1'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['62.5'],./diamond-details/LD12256179,['Strong'],[True],LD12256179,,['1.01'],"[{'label': '6.40 x 6.36 x 3.99 mm', 'labelSmall': '6.40 x 6.36 x 3.99'}]",['Excellent'],8462,"['$8,378']",0.47947973,['RD'],['Round'],['LD12256179'],['Excellent'],['59.0'],https://bluenile.v360.in/50/imaged/gia-6321434567/2/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6321434567/still_230x230.jpg?v=2,False
['0.91'],['VVS1'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 27'],['Sep 30'],['60.3'],./diamond-details/LD12701154,['None'],[True],LD12701154,,['1.00'],"[{'label': '6.29 x 6.32 x 3.81 mm', 'labelSmall': '6.29 x 6.32 x 3.81'}]",['Excellent'],8464,"['$9,301']",0.19210802,['RD'],['Round'],['LD12701154'],['Excellent'],['60.0'],https://bluenile.v360.in/7/imaged/gia-2334205922/2/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2334205922/still_230x230.jpg?v=2,False
['1.01'],['VVS1'],['G'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 20'],['Sep 23'],['62.1'],./diamond-details/LD01399771,['None'],[True],LD01399771,,['1.00'],"[{'label': '6.38 x 6.41 x 3.97 mm', 'labelSmall': '6.38 x 6.41 x 3.97'}]",['Excellent'],8465,"['$8,381']",0.17442405,['RD'],['Round'],['LD01399771'],['Excellent'],['57.0'],https://bluenile.v360.in/9/imaged/gia-17470419/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-17470419/still_230x230.jpg,False
['1.01'],['VS1'],['F'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 20'],['Sep 23'],['62.3'],./diamond-details/LD02180136,['None'],[True],LD02180136,,['1.00'],"[{'label': '6.41 x 6.39 x 3.99 mm', 'labelSmall': '6.41 x 6.39 x 3.99'}]",['Excellent'],8465,"['$8,381']",0.11257662,['RD'],['Round'],['LD02180136'],['Excellent'],['58.0'],https://bluenile.v360.in/9/imaged/gia-2135604219/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2135604219/still_230x230.jpg,False
['0.91'],['IF'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['62.7'],./diamond-details/LD12822239,['None'],[True],LD12822239,,['1.01'],"[{'label': '6.19 x 6.15 x 3.87 mm', 'labelSmall': '6.19 x 6.15 x 3.87'}]",['Excellent'],8466,"['$9,303']",0.38256484,['RD'],['Round'],['LD12822239'],['Excellent'],['59.0'],https://bluenile.v360.in/50/imaged/gia-2337513618/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2337513618/still_230x230.jpg,False
['1.01'],['VVS2'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 27'],['Sep 30'],['62.1'],./diamond-details/LD12494075,['Faint'],[True],LD12494075,,['1.01'],"[{'label': '6.43 x 6.37 x 3.98 mm', 'labelSmall': '6.43 x 6.37 x 3.98'}]",['Excellent'],8467,"['$8,383']",0.4596543,['RD'],['Round'],['LD12494075'],['Excellent'],['59.0'],https://bluenile.v360.in/50/imaged/gia-5323733829/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-5323733829/still_230x230.jpg,False
['1.00'],['VVS1'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 27'],['Sep 30'],['63.3'],./diamond-details/LD12500581,['Strong'],[True],LD12500581,,['1.01'],"[{'label': '6.37 x 6.33 x 4.02 mm', 'labelSmall': '6.37 x 6.33 x 4.02'}]",['Excellent'],8469,"['$8,469']",0.52328676,['RD'],['Round'],['LD12500581'],['Excellent'],['56.0'],https://bluenile.v360.in/50/imaged/gia-6321098752/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6321098752/still_230x230.jpg,False
